,Country Code,Country Name,Type of Mortality,Gender,Diseas,Unit,Year,Mortality Rate
821,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2015,110.14
822,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2016,99.94
823,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2017,111.48
824,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2018,103.81
825,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2019,99.81
826,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2020,112.42
827,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2021,139.46
828,CY,Cyprus,Preventable mortality,T,TOTAL,Rate,2022,123.03
829,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2012,219.43
830,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2013,219.72
831,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2014,204.71
832,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2015,206.6
833,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2016,195.07
834,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2017,196.95
835,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2018,195.14
836,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2019,188.33
837,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2020,218.38
838,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2021,285.92
839,CZ,Czechia,Preventable mortality,T,TOTAL,Rate,2022,195.45
840,DE,Germany,Preventable mortality,T,TOTAL,Rate,2012,160.8
841,DE,Germany,Preventable mortality,T,TOTAL,Rate,2013,162.24
842,DE,Germany,Preventable mortality,T,TOTAL,Rate,2014,155.92
843,DE,Germany,Preventable mortality,T,TOTAL,Rate,2015,159.85
844,DE,Germany,Preventable mortality,T,TOTAL,Rate,2016,157.64
845,DE,Germany,Preventable mortality,T,TOTAL,Rate,2017,155.55
846,DE,Germany,Preventable mortality,T,TOTAL,Rate,2018,155.65
847,DE,Germany,Preventable mortality,T,TOTAL,Rate,2019,149.66
848,DE,Germany,Preventable mortality,T,TOTAL,Rate,2020,157.23
849,DE,Germany,Preventable mortality,T,TOTAL,Rate,2021,171.28
850,DE,Germany,Preventable mortality,T,TOTAL,Rate,2022,165.44
851,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2012,182.63
852,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2013,172.52
853,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2014,173.19
854,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2015,164.21
855,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2016,160.76
856,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2017,156.77
857,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2018,151.99
858,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2019,151.27
859,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2020,145.85
860,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2021,148.93
861,DK,Denmark,Preventable mortality,T,TOTAL,Rate,2022,147.18
862,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2012,303.58
863,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2013,281.71
864,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2014,280.01
865,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2015,270.72
866,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2016,262.38
867,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2017,247.27
868,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2018,253.0
869,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2019,234.11
870,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2020,251.77
871,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2021,304.67
872,EE,Estonia,Preventable mortality,T,TOTAL,Rate,2022,266.71
873,EL,Greece,Preventable mortality,T,TOTAL,Rate,2012,151.0
874,EL,Greece,Preventable mortality,T,TOTAL,Rate,2013,149.78
875,EL,Greece,Preventable mortality,T,TOTAL,Rate,2014,142.35
876,EL,Greece,Preventable mortality,T,TOTAL,Rate,2015,145.15
877,EL,Greece,Preventable mortality,T,TOTAL,Rate,2016,141.38
878,EL,Greece,Preventable mortality,T,TOTAL,Rate,2017,141.4
879,EL,Greece,Preventable mortality,T,TOTAL,Rate,2018,138.56
880,EL,Greece,Preventable mortality,T,TOTAL,Rate,2019,138.07
881,EL,Greece,Preventable mortality,T,TOTAL,Rate,2020,152.9
882,EL,Greece,Preventable mortality,T,TOTAL,Rate,2021,195.91
883,EL,Greece,Preventable mortality,T,TOTAL,Rate,2022,166.12
884,ES,Spain,Preventable mortality,T,TOTAL,Rate,2012,125.74
885,ES,Spain,Preventable mortality,T,TOTAL,Rate,2013,123.32
886,ES,Spain,Preventable mortality,T,TOTAL,Rate,2014,120.14
887,ES,Spain,Preventable mortality,T,TOTAL,Rate,2015,119.41
888,ES,Spain,Preventable mortality,T,TOTAL,Rate,2016,117.8
889,ES,Spain,Preventable mortality,T,TOTAL,Rate,2017,115.86
890,ES,Spain,Preventable mortality,T,TOTAL,Rate,2018,113.39
891,ES,Spain,Preventable mortality,T,TOTAL,Rate,2019,110.01
892,ES,Spain,Preventable mortality,T,TOTAL,Rate,2020,143.35
893,ES,Spain,Preventable mortality,T,TOTAL,Rate,2021,133.97
894,ES,Spain,Preventable mortality,T,TOTAL,Rate,2022,124.41
895,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2012,175.02
896,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2013,171.01
897,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2014,165.82
898,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2015,166.28
899,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2016,162.48
900,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2017,160.0
901,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2018,158.57
902,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2019,154.0
903,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2020,179.91
904,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2021,200.83
905,EU27_2020,European Union - 27 countries (from 2020),Preventable mortality,T,TOTAL,Rate,2022,168.14
906,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2012,172.76
907,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2013,169.04
908,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2014,164.2
909,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2015,164.76
910,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2016,161.52
911,EU28,European Union - 28 countries (2013-2020),Preventable mortality,T,TOTAL,Rate,2017,159.1
912,FI,Finland,Preventable mortality,T,TOTAL,Rate,2012,182.95
913,FI,Finland,Preventable mortality,T,TOTAL,Rate,2013,179.28
914,FI,Finland,Preventable mortality,T,TOTAL,Rate,2014,168.87
915,FI,Finland,Preventable mortality,T,TOTAL,Rate,2015,163.26
916,FI,Finland,Preventable mortality,T,TOTAL,Rate,2016,166.01
917,FI,Finland,Preventable mortality,T,TOTAL,Rate,2017,160.87
918,FI,Finland,Preventable mortality,T,TOTAL,Rate,2018,159.11
919,FI,Finland,Preventable mortality,T,TOTAL,Rate,2019,153.73
920,FI,Finland,Preventable mortality,T,TOTAL,Rate,2020,157.36
921,FI,Finland,Preventable mortality,T,TOTAL,Rate,2021,156.41
922,FI,Finland,Preventable mortality,T,TOTAL,Rate,2022,166.02
923,FR,France,Preventable mortality,T,TOTAL,Rate,2012,142.78
924,FR,France,Preventable mortality,T,TOTAL,Rate,2013,140.08
925,FR,France,Preventable mortality,T,TOTAL,Rate,2014,135.44
926,FR,France,Preventable mortality,T,TOTAL,Rate,2015,136.48
927,FR,France,Preventable mortality,T,TOTAL,Rate,2016,133.51
928,FR,France,Preventable mortality,T,TOTAL,Rate,2017,129.9
929,FR,France,Preventable mortality,T,TOTAL,Rate,2018,127.87
930,FR,France,Preventable mortality,T,TOTAL,Rate,2019,125.53
931,FR,France,Preventable mortality,T,TOTAL,Rate,2020,142.68
932,FR,France,Preventable mortality,T,TOTAL,Rate,2021,145.24
933,FR,France,Preventable mortality,T,TOTAL,Rate,2022,137.37
934,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2012,254.28
935,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2013,242.72
936,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2014,238.32
937,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2015,244.34
938,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2016,231.72
939,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2017,231.88
940,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2018,238.62
941,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2019,232.63
942,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2020,264.38
943,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2021,312.0
944,HR,Croatia,Preventable mortality,T,TOTAL,Rate,2022,253.13
945,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2012,349.32
946,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2013,331.7
947,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2014,330.09
948,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2015,334.32
949,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2016,325.27
950,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2017,327.76
951,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2018,325.62
952,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2019,315.36
953,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2020,350.44
954,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2021,452.37
955,HU,Hungary,Preventable mortality,T,TOTAL,Rate,2022,333.38
956,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2012,152.91
957,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2013,150.14
958,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2014,147.23
959,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2015,136.92
960,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2016,138.12
961,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2017,129.41
962,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2018,132.06
963,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2019,127.0
964,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2020,141.77
965,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2021,148.42
966,IE,Ireland,Preventable mortality,T,TOTAL,Rate,2022,132.37
967,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2012,129.87
968,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2013,131.59
969,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2014,118.17
970,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2015,126.06
971,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2016,139.35
972,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2017,124.29
973,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2018,114.82
974,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2019,105.24
975,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2020,98.6
976,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2021,110.76
977,IS,Iceland,Preventable mortality,T,TOTAL,Rate,2022,125.23
978,IT,Italy,Preventable mortality,T,TOTAL,Rate,2012,122.12
979,IT,Italy,Preventable mortality,T,TOTAL,Rate,2013,116.43
980,IT,Italy,Preventable mortality,T,TOTAL,Rate,2014,112.86
981,IT,Italy,Preventable mortality,T,TOTAL,Rate,2015,113.6
982,IT,Italy,Preventable mortality,T,TOTAL,Rate,2016,109.97
983,IT,Italy,Preventable mortality,T,TOTAL,Rate,2017,108.57
984,IT,Italy,Preventable mortality,T,TOTAL,Rate,2018,104.44
985,IT,Italy,Preventable mortality,T,TOTAL,Rate,2019,101.2
986,IT,Italy,Preventable mortality,T,TOTAL,Rate,2020,130.6
987,IT,Italy,Preventable mortality,T,TOTAL,Rate,2021,127.95
988,IT,Italy,Preventable mortality,T,TOTAL,Rate,2022,113.28
989,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2012,108.03
990,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2013,139.23
991,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2014,103.8
992,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2015,90.56
993,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2016,119.11
994,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2017,97.19
995,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2018,96.25
996,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2019,102.02
997,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2020,128.89
998,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2021,96.2
999,LI,Liechtenstein,Preventable mortality,T,TOTAL,Rate,2022,96.88
1000,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2012,371.96
1001,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2013,365.13
1002,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2014,344.49
1003,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2015,343.73
1004,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2016,336.09
1005,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2017,307.89
1006,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2018,292.99
1007,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2019,285.12
1008,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2020,340.33
1009,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2021,394.09
1010,LT,Lithuania,Preventable mortality,T,TOTAL,Rate,2022,309.19
1011,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2012,151.51
1012,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2013,147.56
1013,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2014,146.27
1014,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2015,134.92
1015,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2016,140.33
1016,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2017,130.16
1017,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2018,131.46
1018,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2019,116.25
1019,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2020,133.69
1020,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2021,132.63
1021,LU,Luxembourg,Preventable mortality,T,TOTAL,Rate,2022,119.75
1022,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2012,365.8
1023,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2013,360.78
1024,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2014,348.74
1025,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2015,340.9
1026,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2016,331.89
1027,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2017,326.37
1028,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2018,325.66
1029,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2019,296.47
1030,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2020,317.05
1031,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2021,439.0
1032,LV,Latvia,Preventable mortality,T,TOTAL,Rate,2022,342.63
1033,MT,Malta,Preventable mortality,T,TOTAL,Rate,2012,129.97
1034,MT,Malta,Preventable mortality,T,TOTAL,Rate,2013,118.09
1035,MT,Malta,Preventable mortality,T,TOTAL,Rate,2014,121.73
1036,MT,Malta,Preventable mortality,T,TOTAL,Rate,2015,114.23
1037,MT,Malta,Preventable mortality,T,TOTAL,Rate,2016,115.15
1038,MT,Malta,Preventable mortality,T,TOTAL,Rate,2017,118.05
1039,MT,Malta,Preventable mortality,T,TOTAL,Rate,2018,110.74
1040,MT,Malta,Preventable mortality,T,TOTAL,Rate,2019,101.91
1041,MT,Malta,Preventable mortality,T,TOTAL,Rate,2020,114.87
1042,MT,Malta,Preventable mortality,T,TOTAL,Rate,2021,132.8
1043,MT,Malta,Preventable mortality,T,TOTAL,Rate,2022,119.45
1044,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2012,139.81
1045,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2013,136.5
1046,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2014,132.29
1047,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2015,135.27
1048,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2016,133.91
1049,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2017,128.21
1050,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2018,128.69
1051,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2019,123.62
1052,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2020,141.47
1053,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2021,146.52
1054,NL,Netherlands,Preventable mortality,T,TOTAL,Rate,2022,132.74
1055,NO,Norway,Preventable mortality,T,TOTAL,Rate,2012,137.16
1056,NO,Norway,Preventable mortality,T,TOTAL,Rate,2013,137.98
1057,NO,Norway,Preventable mortality,T,TOTAL,Rate,2014,128.84
1058,NO,Norway,Preventable mortality,T,TOTAL,Rate,2015,128.27
1059,NO,Norway,Preventable mortality,T,TOTAL,Rate,2016,129.04
1060,NO,Norway,Preventable mortality,T,TOTAL,Rate,2017,119.25
1061,NO,Norway,Preventable mortality,T,TOTAL,Rate,2018,119.85
1062,NO,Norway,Preventable mortality,T,TOTAL,Rate,2019,115.27
1063,NO,Norway,Preventable mortality,T,TOTAL,Rate,2020,114.86
1064,NO,Norway,Preventable mortality,T,TOTAL,Rate,2021,113.88
1065,NO,Norway,Preventable mortality,T,TOTAL,Rate,2022,122.13
1066,PL,Poland,Preventable mortality,T,TOTAL,Rate,2012,242.66
1067,PL,Poland,Preventable mortality,T,TOTAL,Rate,2013,235.26
1068,PL,Poland,Preventable mortality,T,TOTAL,Rate,2014,224.24
1069,PL,Poland,Preventable mortality,T,TOTAL,Rate,2015,221.37
1070,PL,Poland,Preventable mortality,T,TOTAL,Rate,2016,218.47
1071,PL,Poland,Preventable mortality,T,TOTAL,Rate,2017,219.48
1072,PL,Poland,Preventable mortality,T,TOTAL,Rate,2018,221.9
1073,PL,Poland,Preventable mortality,T,TOTAL,Rate,2019,218.57
1074,PL,Poland,Preventable mortality,T,TOTAL,Rate,2020,274.7
1075,PL,Poland,Preventable mortality,T,TOTAL,Rate,2021,335.85
1076,PL,Poland,Preventable mortality,T,TOTAL,Rate,2022,243.66
1077,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2012,143.21
1078,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2013,141.15
1079,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2014,143.95
1080,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2015,141.74
1081,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2016,140.47
1082,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2017,138.28
1083,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2018,138.36
1084,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2019,135.59
1085,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2020,145.7
1086,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2021,155.89
1087,PT,Portugal,Preventable mortality,T,TOTAL,Rate,2022,138.83
1088,RO,Romania,Preventable mortality,T,TOTAL,Rate,2012,332.47
1089,RO,Romania,Preventable mortality,T,TOTAL,Rate,2013,318.13
1090,RO,Romania,Preventable mortality,T,TOTAL,Rate,2014,318.65
1091,RO,Romania,Preventable mortality,T,TOTAL,Rate,2015,314.03
1092,RO,Romania,Preventable mortality,T,TOTAL,Rate,2016,310.22
1093,RO,Romania,Preventable mortality,T,TOTAL,Rate,2017,306.91
1094,RO,Romania,Preventable mortality,T,TOTAL,Rate,2018,306.99
1095,RO,Romania,Preventable mortality,T,TOTAL,Rate,2019,296.17
1096,RO,Romania,Preventable mortality,T,TOTAL,Rate,2020,358.14
1097,RO,Romania,Preventable mortality,T,TOTAL,Rate,2021,440.08
1098,RO,Romania,Preventable mortality,T,TOTAL,Rate,2022,304.31
1099,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2012,245.95
1100,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2013,239.19
1101,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2014,234.13
1102,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2015,238.9
1103,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2016,235.37
1104,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2017,233.53
1105,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2018,228.83
1106,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2019,229.97
1107,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2020,305.39
1108,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2021,412.68
1109,RS,Serbia,Preventable mortality,T,TOTAL,Rate,2022,257.6
1110,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2012,125.76
1111,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2013,126.59
1112,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2014,123.92
1113,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2015,122.39
1114,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2016,121.27
1115,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2017,118.07
1116,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2018,117.68
1117,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2019,110.02
1118,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2020,123.33
1119,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2021,117.83
1120,SE,Sweden,Preventable mortality,T,TOTAL,Rate,2022,110.16
1121,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2012,203.29
1122,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2013,199.64
1123,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2014,188.25
1124,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2015,192.61
1125,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2016,183.98
1126,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2017,187.3
1127,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2018,175.47
1128,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2019,173.38
1129,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2020,198.56
1130,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2021,211.88
1131,SI,Slovenia,Preventable mortality,T,TOTAL,Rate,2022,189.21
1132,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2012,276.16
1133,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2013,261.08
1134,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2014,252.81
1135,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2015,258.27
1136,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2016,243.87
1137,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2017,238.75
1138,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2018,241.32
1139,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2019,231.15
1140,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2020,262.43
1141,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2021,379.27
1142,SK,Slovakia,Preventable mortality,T,TOTAL,Rate,2022,245.28
1143,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2012,173.94
1144,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2013,199.09
1145,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2014,193.31
1146,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2015,186.47
1147,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2016,187.17
1148,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2017,178.26
1149,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2018,170.74
1150,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2019,154.28
1151,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2020,191.19
1152,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2021,226.15
1153,TR,Türkiye,Preventable mortality,T,TOTAL,Rate,2022,163.63
1154,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2012,156.35
1155,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2013,154.73
1156,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2014,152.31
1157,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2015,153.47
1158,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2016,154.22
1159,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2017,152.28
1160,UK,United Kingdom,Preventable mortality,T,TOTAL,Rate,2018,150.51
1161,AT,Austria,Total,F,TOTAL,Rate,2012,165.88
1162,AT,Austria,Total,F,TOTAL,Rate,2013,160.06
1163,AT,Austria,Total,F,TOTAL,Rate,2014,160.65
1164,AT,Austria,Total,F,TOTAL,Rate,2015,164.37
1165,AT,Austria,Total,F,TOTAL,Rate,2016,162.97
1166,AT,Austria,Total,F,TOTAL,Rate,2017,158.43
1167,AT,Austria,Total,F,TOTAL,Rate,2018,157.77
1168,AT,Austria,Total,F,TOTAL,Rate,2019,158.03
1169,AT,Austria,Total,F,TOTAL,Rate,2020,159.52
1170,AT,Austria,Total,F,TOTAL,Rate,2021,165.87
1171,AT,Austria,Total,F,TOTAL,Rate,2022,156.86
1172,BE,Belgium,Total,F,TOTAL,Rate,2012,177.31
1173,BE,Belgium,Total,F,TOTAL,Rate,2013,176.58
1174,BE,Belgium,Total,F,TOTAL,Rate,2014,166.31
1175,BE,Belgium,Total,F,TOTAL,Rate,2015,168.86
1176,BE,Belgium,Total,F,TOTAL,Rate,2016,160.32
1177,BE,Belgium,Total,F,TOTAL,Rate,2017,160.04
1178,BE,Belgium,Total,F,TOTAL,Rate,2018,159.64
1179,BE,Belgium,Total,F,TOTAL,Rate,2019,153.83
1180,BE,Belgium,Total,F,TOTAL,Rate,2020,173.09
1181,BE,Belgium,Total,F,TOTAL,Rate,2021,163.11
1182,BE,Belgium,Total,F,TOTAL,Rate,2022,159.12
1183,BG,Bulgaria,Total,F,TOTAL,Rate,2012,286.61
1184,BG,Bulgaria,Total,F,TOTAL,Rate,2013,266.38
1185,BG,Bulgaria,Total,F,TOTAL,Rate,2014,284.07
1186,BG,Bulgaria,Total,F,TOTAL,Rate,2015,280.41
1187,BG,Bulgaria,Total,F,TOTAL,Rate,2016,266.49
1188,BG,Bulgaria,Total,F,TOTAL,Rate,2017,268.94
1189,BG,Bulgaria,Total,F,TOTAL,Rate,2018,260.75
